,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
7967,Sword Art Online: Hollow Realization,PS4,2016,0.06,0.02,0.1,0.02,0.19,69.0,32,7.7,52
7969,The Lord of the Rings: War in the North,PC,2011,0.05,0.11,0.0,0.03,0.19,66.0,21,7.1,289
7976,Shadows of the Damned,X360,2011,0.1,0.06,0.01,0.02,0.19,76.0,76,8.4,139
8009,Driver: San Francisco,PC,2011,0.05,0.1,0.0,0.03,0.18,80.0,11,7,332
8038,Call of Duty: World at War,PC,2008,0.02,0.14,0.0,0.03,0.18,83.0,36,7.5,721
8049,Syndicate,X360,2012,0.1,0.06,0.0,0.02,0.18,74.0,65,7.1,174
8063,Corpse Party: Blood Drive,PSV,2014,0.08,0.01,0.06,0.03,0.18,60.0,19,7.4,58
8068,Backbreaker,X360,0,0.17,0.0,0.0,0.01,0.18,54.0,29,7.6,68
8084,Valhalla Knights 3,PSV,2013,0.04,0.01,0.12,0.01,0.18,48.0,19,6.8,56
8094,GRID Autosport,PS3,2014,0.05,0.09,0.01,0.03,0.18,75.0,35,6.8,62
8120,Aliens: Colonial Marines,PC,2013,0.1,0.06,0.0,0.02,0.18,45.0,40,3.5,1156
8123,FIFA Soccer 11,PC,2010,0.0,0.14,0.0,0.04,0.18,83.0,16,7.7,102
8125,Borderlands,PC,2009,0.01,0.14,0.0,0.03,0.18,81.0,37,7.8,1363
8129,Remember Me,X360,2013,0.1,0.06,0.0,0.02,0.18,70.0,42,7.5,267
8130,Brink,PC,2011,0.06,0.09,0.0,0.03,0.18,70.0,38,6,547
8144,Senran Kagura: Estival Versus,PS4,2015,0.08,0.0,0.08,0.02,0.18,67.0,25,8,96
8147,Splatterhouse,X360,2010,0.14,0.03,0.0,0.01,0.18,62.0,51,7.6,60
8155,Burnout Legends,DS,2005,0.15,0.02,0.0,0.01,0.18,38.0,12,6,59
8194,Velvet Assassin,X360,2009,0.14,0.02,0.01,0.01,0.18,56.0,46,7.1,55
8199,NBA Live 16,PS4,2015,0.1,0.04,0.0,0.03,0.18,59.0,27,6.1,70
8202,Dark Souls II,PC,2014,0.08,0.08,0.0,0.01,0.17,91.0,36,7.1,2318
8207,Project Spark,XOne,2014,0.11,0.05,0.0,0.02,0.17,73.0,26,7,151
8222,Ridge Racer,PSV,2011,0.03,0.07,0.05,0.02,0.17,44.0,39,3.7,59
8233,Race Pro,X360,2009,0.06,0.09,0.0,0.02,0.17,72.0,54,7,60
8241,Dungeon Siege III,PC,2011,0.08,0.08,0.0,0.02,0.17,72.0,37,4.7,399
8250,Toukiden Kiwami,PS4,2015,0.05,0.07,0.02,0.02,0.17,74.0,35,7.6,74
8252,The Secret World,PC,2012,0.07,0.08,0.0,0.02,0.17,74.0,55,8.2,1326
8261,Backbreaker,PS3,0,0.16,0.0,0.0,0.01,0.17,58.0,25,7,52
8286,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,0.05,0.1,0.0,0.02,0.17,71.0,13,4.9,368
8309,Danganronpa 2: Goodbye Despair,PSV,2014,0.08,0.05,0.0,0.04,0.17,81.0,50,8.7,140
8339,Conception II: Children of the Seven Stars,PSV,2013,0.1,0.0,0.04,0.03,0.17,62.0,24,7.6,118
8340,Deus Ex: Mankind Divided,XOne,2016,0.09,0.06,0.0,0.01,0.17,83.0,18,7.2,175
8346,Star Wars: Battlefront II,PC,2005,0.02,0.13,0.0,0.02,0.17,78.0,23,8.8,431
8350,Gallop Racer 2001,PS2,2001,0.05,0.04,0.06,0.01,0.17,71.0,11,9.1,56
8366,Anarchy Reigns,X360,2012,0.12,0.02,0.02,0.01,0.17,73.0,38,7.9,105
8389,Demon Gaze,PSV,2013,0.04,0.02,0.08,0.02,0.17,70.0,38,7.4,129
8409,Time and Eternity,PS3,2012,0.06,0.03,0.06,0.02,0.17,42.0,40,5,78
8464,Far Cry: Primal,PC,2016,0.04,0.11,0.0,0.01,0.16,74.0,18,4.8,368
8465,Sid Meier's Civilization IV,PC,2005,0.02,0.12,0.0,0.03,0.16,94.0,50,8.3,909
8492,Mirror's Edge Catalyst,XOne,2016,0.09,0.06,0.0,0.01,0.16,72.0,46,4.4,266
8494,Stronghold 3,PC,2011,0.06,0.1,0.0,0.0,0.16,47.0,29,3,350
8501,Splatterhouse,PS3,0,0.13,0.02,0.0,0.02,0.16,59.0,49,7.7,67
8513,Castlevania Judgment,Wii,2008,0.12,0.02,0.01,0.01,0.16,49.0,33,5.9,56
8537,Fatal Frame II: Crimson Butterfly,PS2,2003,0.08,0.06,0.0,0.02,0.16,81.0,40,9.2,100
8538,Murdered: Soul Suspect,XOne,2014,0.08,0.07,0.0,0.01,0.16,51.0,17,7,130
8554,Hyperdimension Neptunia Victory,PS3,2012,0.05,0.03,0.06,0.02,0.16,55.0,19,7.8,94
8590,The Crew,PC,2014,0.0,0.15,0.0,0.01,0.16,71.0,12,6.4,463
8627,BioShock The Collection,XOne,2016,0.08,0.06,0.0,0.01,0.16,84.0,16,8.3,79
8636,Bulletstorm,PC,2011,0.07,0.07,0.0,0.02,0.16,82.0,34,7.7,768
8658,Wildstar,PC,2014,0.08,0.07,0.0,0.01,0.16,82.0,52,7.4,965
8694,Sniper: Ghost Warrior,PC,2010,0.0,0.13,0.0,0.03,0.16,55.0,23,5.5,267
8710,"Warhammer 40,000: Fire Warrior",PS2,2003,0.08,0.06,0.0,0.02,0.15,64.0,23,8.3,63
8724,F.E.A.R. 3,PC,2011,0.04,0.08,0.0,0.03,0.15,74.0,34,5.9,420
8728,Fantasia: Music Evolved,XOne,2014,0.11,0.03,0.0,0.01,0.15,77.0,48,7.5,67
8745,Wolfenstein: The Old Blood,XOne,2015,0.07,0.07,0.0,0.01,0.15,75.0,23,8,101
8764,Darksiders II,PC,2012,0.03,0.1,0.0,0.02,0.15,81.0,23,7.8,653
8766,DiRT 3,PC,2011,0.0,0.13,0.0,0.03,0.15,86.0,23,6.9,433
8770,Darksiders II,WiiU,2012,0.07,0.07,0.0,0.01,0.15,85.0,36,8.2,153
8817,Killer7,GC,2005,0.12,0.03,0.0,0.0,0.15,74.0,57,8.5,64
8824,Indigo Prophecy,PS2,2005,0.07,0.06,0.0,0.02,0.15,83.0,47,7.8,104
8836,Oreshika: Tainted Bloodlines,PSV,2014,0.0,0.0,0.15,0.0,0.15,78.0,26,8,84
8840,Darksiders,PC,2010,0.07,0.06,0.0,0.02,0.15,83.0,18,7.8,603
8884,Battleborn,XOne,2016,0.1,0.04,0.0,0.01,0.15,71.0,20,7.2,171
8887,The King of Fighters XIV,PS4,2016,0.07,0.02,0.04,0.02,0.15,79.0,54,8.7,208
8895,Deponia,PC,2012,0.0,0.13,0.0,0.02,0.15,74.0,33,8.2,307
8930,Ys: The Oath in Felghana,PSP,2010,0.09,0.0,0.04,0.01,0.15,80.0,25,8.3,57
8956,Earth Defense Force 2025,X360,2013,0.06,0.03,0.05,0.01,0.15,68.0,25,8.1,63
8980,ReCore,XOne,2016,0.08,0.05,0.0,0.01,0.15,63.0,75,6.6,445
8982,F1 2012,PC,2012,0.01,0.11,0.0,0.02,0.15,80.0,15,6.9,115
8992,Terraria,PC,2011,0.0,0.13,0.0,0.01,0.14,83.0,29,8.5,1613
9010,Fatal Frame,PS2,2001,0.07,0.06,0.0,0.02,0.14,74.0,22,8.9,72
9026,Syndicate,PS3,2012,0.07,0.06,0.0,0.02,0.14,75.0,29,6.5,106
9029,Cave Story 3D,3DS,2011,0.09,0.03,0.01,0.01,0.14,82.0,29,7.7,72
9036,Alien: Isolation,PC,2014,0.0,0.14,0.0,0.01,0.14,81.0,41,8.4,1588
9038,Just Cause 3,PC,2015,0.03,0.11,0.0,0.01,0.14,74.0,50,5.3,529
9118,XCOM 2,PS4,2016,0.04,0.08,0.0,0.02,0.14,88.0,28,8,116
9124,Risen 2: Dark Waters,X360,2012,0.05,0.08,0.0,0.01,0.14,60.0,18,6,58
9132,ArmA II,PC,2009,0.0,0.12,0.0,0.02,0.14,77.0,38,7.5,589
9136,Cities: Skylines,PC,2015,0.0,0.13,0.0,0.01,0.14,85.0,60,8.9,1404
9143,The Orange Box,PC,2007,0.0,0.11,0.0,0.03,0.14,96.0,34,9.3,1495
9160,Star Wars: Knights of the Old Republic,PC,2003,0.01,0.1,0.0,0.02,0.14,93.0,33,9,1497
9176,Just Cause,X360,2006,0.1,0.03,0.01,0.01,0.14,73.0,57,7.2,52
9180,Homefront: The Revolution,XOne,2016,0.06,0.07,0.0,0.01,0.14,49.0,12,4.1,106
9198,7 Days to Die,PS4,2016,0.04,0.08,0.0,0.02,0.14,45.0,16,5.9,140
9205,Risen,PC,2009,0.0,0.11,0.0,0.02,0.14,77.0,32,8.1,676
9208,Transformers: Devastation,XOne,2015,0.09,0.04,0.0,0.01,0.14,75.0,25,7.9,55
9209,The Darkness II,PC,2012,0.1,0.03,0.0,0.01,0.14,77.0,20,7.6,448
9238,Battlefield: Hardline,PC,2015,0.0,0.13,0.0,0.01,0.14,71.0,31,3.8,773
9248,Dead Rising 2,PC,2010,0.1,0.02,0.0,0.01,0.14,78.0,17,6.3,211
9280,Persona 4: Arena Ultimax,PS3,2014,0.0,0.0,0.13,0.0,0.14,84.0,38,8.1,85
9293,Call of Duty: Infinite Warfare,PC,2016,0.04,0.08,0.0,0.01,0.14,73.0,16,3,440
9308,Red Orchestra 2: Heroes of Stalingrad,PC,2011,0.04,0.07,0.0,0.02,0.14,76.0,49,7.3,729
9337,Rogue Warrior,PS3,2009,0.11,0.01,0.0,0.01,0.13,27.0,24,2.8,66
9411,Euro Truck Simulator 2,PC,2012,0.0,0.12,0.0,0.02,0.13,79.0,17,8.7,992
9418,Warcraft III: Reign of Chaos,PC,2002,0.03,0.09,0.0,0.02,0.13,92.0,40,9.1,1023
9426,Gravity Rush Remastered,PS4,2015,0.02,0.05,0.04,0.01,0.13,80.0,62,8.2,153
9434,Total War: WARHAMMER,PC,2016,0.0,0.12,0.0,0.01,0.13,86.0,77,7.3,556
9461,Batman: Arkham Knight,PC,2015,0.09,0.03,0.0,0.01,0.13,70.0,14,2.5,1967
9468,Diablo II,PC,2000,0.01,0.1,0.0,0.02,0.13,88.0,34,8.8,1056
9485,Persona 4: Arena,X360,2012,0.08,0.01,0.03,0.01,0.13,83.0,21,7.3,60
9486,Street Fighter IV,PC,0,0.07,0.05,0.0,0.02,0.13,91.0,23,8,352
9500,Final Fantasy XIV: Heavensward,PS4,2015,0.0,0.06,0.06,0.01,0.13,86.0,20,7.6,225
9512,Watch Dogs,WiiU,2014,0.07,0.05,0.0,0.01,0.13,62.0,15,6.4,162
9537,Deception IV: Blood Ties,PSV,2014,0.02,0.02,0.07,0.01,0.13,67.0,19,7.5,61
9560,Steel Battalion: Heavy Armor,X360,2012,0.08,0.02,0.02,0.01,0.13,38.0,58,2.4,92
9570,Onechanbara: Bikini Samurai Squad,X360,2006,0.11,0.01,0.0,0.01,0.13,39.0,39,6.4,55
9585,Advent Rising,XB,2005,0.1,0.03,0.0,0.0,0.13,68.0,50,7.5,68
9643,Project CARS,PC,2015,0.0,0.12,0.0,0.01,0.13,83.0,48,7.1,418
9657,Just Cause 2,PC,2010,0.0,0.1,0.0,0.02,0.12,84.0,33,7.7,838
9669,DiRT Rally,XOne,2016,0.04,0.08,0.0,0.01,0.12,86.0,17,8,60
9675,Sleeping Dogs,PC,2012,0.06,0.05,0.0,0.01,0.12,81.0,23,8.2,1209
9760,Touch My Katamari ,PSV,2011,0.07,0.03,0.0,0.02,0.12,69.0,41,7.4,51
9766,Killer is Dead,X360,2013,0.08,0.02,0.01,0.01,0.12,64.0,38,7.2,144
9794,Robinson: The Journey,PS4,2016,0.06,0.03,0.0,0.02,0.12,65.0,40,6.9,62
9795,Conduit 2,Wii,2011,0.07,0.04,0.0,0.01,0.12,64.0,51,7.6,60
9799,Rise of the Tomb Raider,PC,2016,0.0,0.11,0.0,0.01,0.12,86.0,45,7.9,915
9815,Dishonored 2,PC,2016,0.04,0.07,0.0,0.01,0.12,86.0,37,6,383
9845,Sonic Adventure 2,DC,2001,0.0,0.0,0.12,0.0,0.12,89.0,18,8.6,236
9853,Tony Hawk's Pro Skater 5,XOne,2015,0.09,0.02,0.0,0.01,0.12,39.0,18,2.1,132
9855,Rodea the Sky Soldier,WiiU,2015,0.08,0.02,0.01,0.01,0.12,45.0,31,6.5,81
9887,Psychonauts,XB,2005,0.09,0.03,0.0,0.0,0.12,88.0,54,9,71
9906,Alice: Madness Returns,PC,2011,0.0,0.1,0.0,0.02,0.12,75.0,29,8.4,559
9928,Lost Planet 3,X360,2013,0.07,0.03,0.01,0.01,0.12,58.0,43,5.8,142
9947,Tropico 5,PC,2014,0.02,0.09,0.0,0.01,0.12,75.0,51,7,351
9956,FIFA 17,PC,2016,0.0,0.11,0.0,0.01,0.12,84.0,12,4.2,160
9990,Darkspore,PC,2011,0.07,0.03,0.0,0.01,0.12,65.0,52,6,133
10063,Fatal Frame: Maiden of Black Water,WiiU,2014,0.0,0.03,0.08,0.0,0.11,67.0,58,7.6,226
10097,Zubo,DS,2008,0.08,0.02,0.0,0.01,0.11,75.0,19,7.6,75
10142,Call of Juarez: The Cartel,PC,2011,0.05,0.05,0.0,0.01,0.11,51.0,12,3.3,126
10156,Digimon Story: Cyber Sleuth,PS4,2016,0.0,0.1,0.0,0.02,0.11,75.0,45,8.5,289
10159,Stronghold,PC,2001,0.0,0.09,0.0,0.02,0.11,81.0,19,8.9,224
10162,Ridge Racer Unbounded,X360,2012,0.05,0.05,0.0,0.01,0.11,71.0,59,7.7,56
10241,Bodycount,X360,2011,0.07,0.03,0.0,0.01,0.11,53.0,61,4.7,73
10245,Machinarium,PC,2009,0.0,0.09,0.0,0.02,0.11,85.0,47,8.8,526
10270,Blazblue: Continuum Shift Extend,PSV,2011,0.03,0.05,0.02,0.02,0.11,83.0,28,7.5,97
10290,RIGS: Mechanized Combat League,PS4,2016,0.03,0.05,0.01,0.02,0.11,79.0,42,7.9,76
10298,NBA Live 16,XOne,2015,0.09,0.01,0.0,0.01,0.11,60.0,17,5.6,62
10301,Sonic Generations,PC,2011,0.02,0.07,0.0,0.02,0.11,77.0,11,8.3,337
10316,[Prototype 2],PC,2012,0.07,0.03,0.0,0.01,0.11,76.0,12,6.4,389
10327,God Eater 2: Rage Burst,PS4,2015,0.0,0.01,0.09,0.0,0.11,69.0,35,8,79
10344,Pro Evolution Soccer 2016,XOne,2015,0.04,0.06,0.0,0.01,0.11,85.0,14,6.2,144
10350,ArmA III,PC,2013,0.0,0.1,0.0,0.01,0.11,74.0,38,7.4,866
10360,Rogue Warrior,X360,2009,0.09,0.01,0.0,0.01,0.11,28.0,33,2.8,64
10374,Tom Clancy's Splinter Cell: Conviction,PC,2010,0.0,0.08,0.0,0.02,0.11,83.0,20,5.2,672
10385,FlatOut: Ultimate Carnage,X360,2007,0.07,0.02,0.0,0.01,0.11,80.0,44,8.8,66
